COUNTER,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,GYROX,GYROY,TIMESTAMP,FUNC_ID,FUNC_VALUE,MARKER,SYNC_SIGNAL,USER,CLASS
27.0,4699.48717949,4555.8974359,4613.84615385,4268.71794872,4532.30769231,4018.46153846,4522.56410256,4672.30769231,4549.23076923,4665.12820513,4425.12820513,4489.23076923,4315.38461538,4287.17948718,1693.0,1663.0,17.058,0.0,0.0,0.0,0.0,mike,0
28.0,4704.1025641,4557.43589744,4614.35897436,4267.69230769,4540.51282051,4022.56410256,4525.12820513,4673.33333333,4552.30769231,4667.69230769,4430.76923077,4490.76923077,4311.79487179,4290.25641026,1692.0,1663.0,17.066,0.0,0.0,0.0,0.0,mike,0
29.0,4702.05128205,4558.46153846,4612.30769231,4274.87179487,4541.02564103,4026.66666667,4525.64102564,4677.43589744,4555.38461538,4677.43589744,4430.76923077,4489.23076923,4317.94871795,4290.76923077,1692.0,1664.0,17.074,0.0,0.0,0.0,0.0,mike,0
30.0,4694.87179487,4555.38461538,4608.71794872,4275.38461538,4533.84615385,4021.02564103,4526.66666667,4677.94871795,4555.38461538,4681.53846154,4429.23076923,4488.71794872,4325.12820513,4294.35897436,1693.0,1664.0,17.082,0.0,0.0,0.0,0.0,mike,0
31.0,4700.0,4560.0,4613.84615385,4274.87179487,4539.48717949,4023.58974359,4533.84615385,4682.56410256,4556.92307692,4678.97435897,4434.35897436,4492.82051282,4328.71794872,4301.02564103,1694.0,1664.0,17.09,0.0,0.0,0.0,0.0,mike,0
32.0,4706.66666667,4563.07692308,4617.94871795,4277.43589744,4539.48717949,4028.20512821,4540.0,4690.25641026,4560.0,4681.02564103,4437.43589744,4496.41025641,4330.25641026,4302.56410256,1694.0,1663.0,17.098,0.0,0.0,0.0,0.0,mike,0
33.0,4697.43589744,4555.38461538,4608.20512821,4278.46153846,4525.64102564,4024.1025641,4534.35897436,4684.1025641,4555.8974359,4677.94871795,4430.76923077,4488.71794872,4325.64102564,4296.41025641,1693.0,1663.0,17.105,0.0,0.0,0.0,0.0,mike,0
34.0,4687.69230769,4552.30769231,4598.46153846,4272.30769231,4524.1025641,4022.05128205,4528.20512821,4673.33333333,4549.23076923,4663.07692308,4424.1025641,4475.38461538,4312.82051282,4282.56410256,1694.0,1663.0,17.113,0.0,0.0,0.0,0.0,mike,0
35.0,4690.76923077,4555.38461538,4602.05128205,4265.12820513,4542.05128205,4027.69230769,4534.87179487,4678.97435897,4550.25641026,4663.58974359,4428.71794872,4473.33333333,4310.25641026,4277.43589744,1693.0,1664.0,17.121,0.0,0.0,0.0,0.0,mike,0
36.0,4691.79487179,4553.33333333,4604.61538462,4266.15384615,4553.33333333,4027.69230769,4542.05128205,4682.56410256,4555.38461538,4678.46153846,4431.79487179,4476.92307692,4317.94871795,4286.66666667,1694.0,1664.0,17.129,0.0,0.0,0.0,0.0,mike,0
37.0,4688.20512821,4553.33333333,4602.56410256,4272.30769231,4548.71794872,4024.61538462,4540.0,4673.84615385,4552.30769231,4675.8974359,4428.71794872,4475.8974359,4318.46153846,4292.30769231,1693.0,1664.0,17.137,0.0,0.0,0.0,0.0,mike,0
38.0,4693.84615385,4560.0,4605.12820513,4274.87179487,4545.64102564,4025.12820513,4538.97435897,4676.41025641,4544.1025641,4664.61538462,4428.20512821,4481.02564103,4314.35897436,4286.66666667,1694.0,1664.0,17.145,0.0,0.0,0.0,0.0,mike,0
39.0,4693.33333333,4555.38461538,4604.61538462,4273.33333333,4534.35897436,4017.43589744,4538.46153846,4681.02564103,4533.33333333,4664.1025641,4426.66666667,4487.17948718,4311.28205128,4281.53846154,1694.0,1662.0,17.152,0.0,0.0,0.0,0.0,mike,0
40.0,4688.71794872,4549.74358974,4603.58974359,4273.84615385,4521.53846154,4010.25641026,4538.46153846,4677.94871795,4529.23076923,4666.66666667,4424.61538462,4483.58974359,4311.79487179,4285.12820513,1694.0,1663.0,17.16,0.0,0.0,0.0,0.0,mike,0
41.0,4697.94871795,4557.94871795,4613.84615385,4275.38461538,4540.51282051,4024.1025641,4552.30769231,4684.61538462,4537.94871795,4671.28205128,4427.69230769,4487.69230769,4320.0,4294.35897436,1694.0,1662.0,17.168,0.0,0.0,0.0,0.0,mike,0
42.0,4705.64102564,4564.1025641,4616.41025641,4274.35897436,4560.51282051,4037.94871795,4562.56410256,4691.28205128,4542.56410256,4673.84615385,4430.76923077,4494.35897436,4322.56410256,4297.43589744,1694.0,1662.0,17.176,0.0,0.0,0.0,0.0,mike,0
43.0,4694.35897436,4553.33333333,4602.56410256,4268.71794872,4546.66666667,4026.66666667,4545.64102564,4673.33333333,4533.33333333,4664.61538462,4425.64102564,4483.07692308,4311.28205128,4284.1025641,1694.0,1661.0,17.184,0.0,0.0,0.0,0.0,mike,0
44.0,4696.41025641,4548.71794872,4602.05128205,4268.20512821,4534.87179487,4015.38461538,4536.92307692,4660.51282051,4532.30769231,4662.56410256,4423.58974359,4476.41025641,4309.23076923,4278.97435897,1693.0,1662.0,17.191,0.0,0.0,0.0,0.0,mike,0
45.0,4719.48717949,4565.12820513,4618.46153846,4279.48717949,4545.12820513,4023.58974359,4553.84615385,4678.46153846,4549.74358974,4682.56410256,4434.87179487,4496.41025641,4326.15384615,4299.48717949,1694.0,1661.0,17.199,0.0,0.0,0.0,0.0,mike,0
